ID;species;genus;seedingYear;seeding5YearPeriod;sidewalkProximity;environmentBusyness;vigor
11835;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11836;spaitii;Alnus;2014;2010;non;passages fréquents ou arrêts;vigoureux
11837;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11838;N/A;Fraxinus;2005;2005;non;passages fréquents ou arrêts;vigoureux
11839;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11840;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11841;angustifolia;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11842;platanoides;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11843;campestris;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux
11844;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11845;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11846;jullibrissin;Albizia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11847;orientalis;Picea;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11848;siliquastrum;Cercis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11849;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11850;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11851;N/A;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux
11852;N/A;Quercus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11853;acerifolia;Platanus;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux
11854;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11855;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11856;robusta;Populus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11857;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11858;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11859;triacanthos;Gleditsia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11860;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11861;platyphyllos;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11862;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement
11863;N/A;Crataegus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11864;serrulata;Prunus;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux
11865;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
11866;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11867;styraciflua;Liquidambar;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11868;cerris;Quercus;2013;2010;oui;passages fréquents ou arrêts;vigoureux
11869;N/A;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11870;tomentosa;Tilia;2004;2000;non;passages fréquents ou arrêts;vigoureux
11871;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11872;N/A;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11873;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11874;betulus;Carpinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11875;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
11876;minor;Ulmus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11877;atlantica;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11878;pseudoacacia;Robinia;2004;2000;non;passages fréquents ou arrêts;vieillissement dépérissement
11879;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11880;sylvatica;Fagus;2004;2000;non;passages fréquents ou arrêts;vigoureux
11881;siliquastrum;Cercis;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11882;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11883;nigra;Pinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11884;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
11885;euchlora;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11886;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vieillissement dépérissement
11887;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11888;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11889;altissima;Ailanthus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11890;nigra;Juglans;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11891;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11892;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11893;atlantica;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11894;decurens;Libocedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11895;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11896;nigra;Populus;2004;2000;non;passages fréquents ou arrêts;vigoureux
11897;alba;Salix;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement
11898;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11899;cappadocicum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11900;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11901;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11902;biloba;Ginkgo;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11903;utilis;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11904;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11905;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11906;americana;Fraxinus;2014;2010;non;passages fréquents ou arrêts;vigoureux
11907;sylvatica;Fagus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11908;petraea;Quercus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11909;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11910;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11911;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11912;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents ou arrêts;vigoureux
11913;papyrifera;Broussonetia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11914;N/A;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
11915;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
11916;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11917;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11918;japonica;Sophora;2004;2000;oui;passages fréquents ou arrêts;vigoureux
11919;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11920;tomentosa;Paulownia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11921;cordata;Alnus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11922;australis;Celtis;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux
11923;nigra;Populus;2004;2000;non;quelques passages;vigoureux
11924;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11925;nigra;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
11926;N/A;Fraxinus;2005;2005;non;passages fréquents ou arrêts;vigoureux
11927;nigra;Populus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
11928;ginnala;Acer;2004;2000;non;passages fréquents ou arrêts;vieillissement dépérissement
11929;carpinifolia;Ostrya;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
11930;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11931;cordata;Tilia;2004;2000;oui;passages fréquents ou arrêts;vigoureux
11932;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11933;betulus;Carpinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11934;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11935;N/A;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
11936;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11937;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11938;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11939;grandiflora;Magnolia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11940;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11941;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11942;ginnala;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11943;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11944;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11945;alba;Morus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11946;platyphyllos;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
11947;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11948;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
11949;acerifolia;Platanus;2011;2010;oui;passages fréquents et arrêts fréquents;vigoureux
11950;mongolica;Tilia;2015;2015;oui;passages fréquents ou arrêts;vigoureux
11951;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11952;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11953;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11954;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11955;alba;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11956;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11957;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11958;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11959;acerifolia;Platanus;2013;2010;non;passages fréquents ou arrêts;vigoureux
11960;cordata;Alnus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11961;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11962;danielli;Tetradium;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11963;N/A;Populus;2004;2000;non;passages fréquents ou arrêts;vigoureux
11964;verrucosa;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11965;N/A;Acer;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
11966;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11967;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11968;N/A;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux
11969;indica;Lagerstroemia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11970;serrulata;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11971;campestris;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux
11972;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11973;calleryana;Pyrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11974;siliquastrum;Cercis;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11975;pseudoacacia;Robinia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11976;betulus;Carpinus;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux
11977;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11978;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11979;excelsior;Fraxinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
11980;negundo;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
11981;tashkentensis;Chitalpa;2014;2010;oui;passages fréquents ou arrêts;vigoureux
11982;styraciflua;Liquidambar;2005;2005;non;passages fréquents ou arrêts;vigoureux
11983;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11984;biloba;Ginkgo;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11985;acerifolia;Platanus;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux
11986;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11987;robusta;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11988;alba;Populus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11989;triacanthos;Gleditsia;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
11990;hippocastanum;Aesculus;2011;2010;oui;passages fréquents et arrêts fréquents;vigoureux
11991;platyphyllos;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
11992;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11993;biloba;Ginkgo;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
11994;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11995;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
11996;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11997;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11998;abies;Picea;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
11999;jullibrissin;Albizia;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
12000;platanoides;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
12001;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
12002;sylvestris;Pinus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
12003;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
12004;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
12005;verrucosa;Betula;2004;2000;non;passages fréquents ou arrêts;vigoureux
12006;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
12007;australis;Celtis;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux
12008;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
12009;tomentosa;Tilia;2004;2000;non;passages fréquents ou arrêts;vigoureux
12010;betulus;Carpinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
12011;verrucosa;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
12012;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
12013;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
12014;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
12015;atlantica;Cedrus;2004;2000;non;passages fréquents ou arrêts;vigoureux
12016;cordata;Tilia;2014;2010;oui;passages fréquents ou arrêts;vigoureux
12017;saccharinum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
12018;serrulata;Prunus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
