ID;species;genus;seedingYear;seeding5YearPeriod;sidewalkProximity;environmentBusyness;vigor;stumpDiameter;stumpDiameterGroup
9470;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
9471;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
9472;lawsoniana;Chamaecyparis;2011;2010;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9473;tomentosa;Tilia;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9474;japonica;Sophora;2011;2010;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9475;nigra;Populus;2004;2000;non;passages fréquents ou arrêts;vigoureux;50 à 60 cm;0
9476;nigra;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
9477;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9478;tulipifera;Liriodendron;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9479;grandiflora;Magnolia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9480;Unknown;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9481;platyphyllos;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9482;cerris;Quercus;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9483;Unknown;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
9484;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9485;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
9486;betulus;Carpinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;0 à 10 cm;0
9487;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9488;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9489;verrucosa;Betula;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
9490;saccharinum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9491;biloba;Ginkgo;2005;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9492;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;150 à 160 cm;0
9493;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;80 à 90 cm;0
9494;tulipifera;Liriodendron;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9495;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9496;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9497;grandiflora;Magnolia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9498;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9499;utilis;Betula;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9500;siliquastrum;Cercis;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9501;robur;Quercus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;140 à 150 cm;0
9502;minor;Ulmus;2006;2005;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9503;Unknown;Carpinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;70 à 80 cm;0
9504;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9505;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9506;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9507;cerris;Quercus;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9508;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9509;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9510;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9511;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9512;sempervirens;Cupressus;2004;2000;non;quelques passages;vigoureux;0 à 10 cm;0
9513;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;70 à 80 cm;0
9514;everest;Malus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9515;verrucosa;Betula;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9516;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9517;nigra;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
9518;minor;Ulmus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;10 à 20 cm;0
9519;platanoides;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;60 à 70 cm;0
9520;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
9521;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;80 à 90 cm;0
9522;grandiflora;Magnolia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9523;nigra;Populus;2004;2000;oui;passages fréquents ou arrêts;vigoureux;70 à 80 cm;0
9524;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;70 à 80 cm;0
9525;sylvestris;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
9526;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9527;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
9528;minor;Ulmus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9529;danielli;Tetradium;2015;2015;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9530;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;80 à 90 cm;0
9531;tomentosa;Tilia;2004;2000;non;quelques passages;vigoureux;30 à 40 cm;0
9532;leylandii;Cupressocyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
9533;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
9534;alba;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9535;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9536;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9537;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9538;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9539;aria;Sorbus;2011;2010;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9540;atlantica;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9541;serrulata;Prunus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9542;paniculata;Koelreuteria;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;10 à 20 cm;0
9543;americana;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9544;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9545;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9546;Unknown;Salix;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
9547;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9548;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9549;pseudoacacia;Robinia;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement;40 à 50 cm;0
9550;papyrifera;Broussonetia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9551;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9552;Unknown;Fraxinus;2006;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9553;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
9554;Unknown;Pinus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;20 à 30 cm;0
9555;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9556;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9557;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
9558;platanoides;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;40 à 50 cm;0
9559;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9560;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9561;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9562;paniculata;Koelreuteria;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9563;tulipifera;Liriodendron;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9564;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9565;atlantica;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9566;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9567;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9568;Unknown;Acer;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9569;serrata;Zelkova;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9570;Unknown;Salix;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
9571;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9572;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
9573;nigra;Morus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9574;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;90 à 100 cm;0
9575;betulus;Carpinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9576;grandiflora;Magnolia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9577;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9578;siliquastrum;Cercis;2004;2000;non;passages fréquents ou arrêts;vigoureux;70 à 80 cm;0
9579;papyrifera;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9580;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9581;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9582;cappadocicum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9583;avium;Prunus;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9584;campestris;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9585;nigra;Pinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9586;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;70 à 80 cm;0
9587;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9588;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;80 à 90 cm;0
9589;bignonoides;Catalpa;2006;2005;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;70 à 80 cm;0
9590;abies;Picea;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
9591;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vieillissement dépérissement;20 à 30 cm;0
9592;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement;60 à 70 cm;0
9593;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9594;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9595;serrulata;Prunus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9596;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9597;spaitii;Alnus;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9598;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;Unknown;20 à 30 cm;0
9599;utilis;Betula;2011;2010;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9600;betulus;Carpinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;10 à 20 cm;0
9601;paniculata;Koelreuteria;2005;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9602;nigra;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
9603;verticulata;Sciadopitys;2013;2010;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9604;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;0 à 10 cm;0
9605;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9606;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9607;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9608;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9609;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
9610;perpetu;Malus;2008;2005;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9611;triacanthos;Gleditsia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9612;tomentosa;Paulownia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9613;Unknown;Alnus;2006;2005;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9614;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9615;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;80 à 90 cm;0
9616;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9617;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
9618;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
9619;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9620;avium;Prunus;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9621;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9622;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9623;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
9624;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9625;negundo;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
9626;cordata;Alnus;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
9627;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9628;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9629;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9630;bignonoides;Catalpa;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
9631;sylvatica;Fagus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9632;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9633;grandiflora;Magnolia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
9634;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
9635;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9636;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9637;minor;Ulmus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
9638;nigra;Populus;2004;2000;non;passages fréquents ou arrêts;vigoureux;90 à 100 cm;0
9639;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9640;utilis;Betula;2010;2010;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9641;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9642;serrulata;Prunus;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9643;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
9644;Unknown;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;40 à 50 cm;0
9645;styraciflua;Liquidambar;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
9646;altissima;Ailanthus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
9647;acerifolia;Platanus;2004;2000;non;passages fréquents ou arrêts;vigoureux;40 à 50 cm;0
9648;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
9649;tschonoskii;Malus;2015;2015;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
9650;Unknown;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
9651;Unknown;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
9652;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
9653;floribunda;Malus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
9654;Unknown;Salix;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;70 à 80 cm;0
9655;grandiflora;Magnolia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
9656;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
